설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자
태산그린아파트,인천광역시,계양구,"인천광역시 계양구 봉오대로463번길 26, 태산아파트 (효성동)",인천광역시 계양구 효성동 123-57,37.53001026,126.6993331,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
태화한진아파트,인천광역시,계양구,인천광역시 계양구 효서로 393 태화한진아파트,인천광역시 계양구 작전동 915-1,37.52848443,126.7414289,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
한화꿈에그린아파트,인천광역시,계양구,인천광역시 계양구 동양로 10 한화꿈에그린아파트,인천광역시 계양구 박촌동 310,37.55532062,126.7467411,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
효성1차현대아파트,인천광역시,계양구,"인천광역시 계양구 길마로 70 (효성동, 현대 1차 아파트)",인천광역시 계양구 효성동 21-11,37.53318366,126.7127613,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
효성3차뉴서울아파트,인천광역시,계양구,인천광역시 계양구 새벌로 88,인천광역시 계양구 효성동 207-1,37.52499234,126.7171765,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
효성4차현대아파트,인천광역시,계양구,인천광역시 계양구 새벌로112번길 12,인천광역시 계양구 효성동 200-1,37.52636086,126.7173225,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
효성5차뉴서울아파트,인천광역시,계양구,인천광역시 계양구 아나지로 199 효성5차뉴서울아파트,인천광역시 계양구 효성동 238-1,37.52615742,126.7149631,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
효성뉴서울2차아파트,인천광역시,계양구,인천광역시 계양구 안남로 558 효성뉴서울2차아파트 (효성동),인천광역시 계양구 효성동 25,37.5334486,126.7109351,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
효성두산아파트,인천광역시,계양구,인천광역시 계양구 안남로573번길 18,인천광역시 계양구 효성동 33-2,37.53733259,126.7089046,관리사무실,인천광역시 계양구청,032-430-7815,2024-07-31
계양구보건소,인천광역시,계양구,인천광역시 계양구 계양문화로 63(계산동),인천광역시 계양구 계산동 1077-2,37.53645461,126.7362271,,인천광역시 계양구청,032-430-7815,2024-07-31
보건지소,인천광역시,계양구,인천광역시 계양구 장기서로 8(장기동),인천광역시 계양구 장기동 130,37.57684276,126.7341267,,인천광역시 계양구청,032-430-7815,2024-07-31
계산1동,인천광역시,계양구,인천광역시 계양구 향교로 24(계산동),인천광역시 계양구 계산동 972-1,37.53960519,126.7213477,,인천광역시 계양구청,032-430-7815,2024-07-31
계산2동,인천광역시,계양구,인천광역시 계양구 주부토로 559(계산동),인천광역시 계양구 계산2동 920 주민센터,37.54420926,126.7281415,,인천광역시 계양구청,032-430-7815,2024-07-31
계산3동,인천광역시,계양구,인천광역시 계양구 계산새로 7(계산동),인천광역시 계양구 계산동 480-7,37.53773446,126.7289786,,인천광역시 계양구청,032-430-7815,2024-07-31
계산4동,인천광역시,계양구,인천광역시 계양구 용종로 12-8(계산동),인천광역시 계양구 계산동 1086-1,37.53456714,126.7417043,,인천광역시 계양구청,032-430-7815,2024-07-31
작전1동,인천광역시,계양구,인천광역시 계양구 봉오대료 727(작전동),인천광역시 계양구 작전동 231-1,37.53079941,126.7296969,,인천광역시 계양구청,032-430-7815,2024-07-31
작전2동,인천광역시,계양구,인천광역시 계양구 봉오대로 677번길 23(작전동),인천광역시 계양구 작전동 854-20,37.53291373,126.7239086,,인천광역시 계양구청,032-430-7815,2024-07-31
작전서운동,인천광역시,계양구,인천광역시 계양구 효서로 361(작전동),인천광역시 계양구 작전동 918-2,37.52810351,126.7364231,,인천광역시 계양구청,032-430-7815,2024-07-31
효성1동,인천광역시,계양구,인천광역시 계양구 봉오대로 569번길 22(효성동),인천광역시 계양구 효성동 23-28,37.53246206,126.7121341,,인천광역시 계양구청,032-430-7815,2024-07-31
효성2동,인천광역시,계양구,인천광역시 계양구 아나지로 162(효성동),인천광역시 계양구 효성2동 331-8,37.5250509,126.7098174,,인천광역시 계양구청,032-430-7815,2024-07-31
계양1동,인천광역시,계양구,인천광역시 계양구 장기서로 8(장기동),인천광역시 계양구 장기동 130,37.57684276,126.7341267,,인천광역시 계양구청,032-430-7815,2024-07-31
계양2동,인천광역시,계양구,인천광역시 계양구 장제로 853(임학동),인천광역시 계양구 임학동 69-23,37.54377881,126.7370305,,인천광역시 계양구청,032-430-7815,2024-07-31
계양3동,인천광역시,계양구,인천광역시 계양구 양지로 31(동양동),인천광역시 계양구 동양동 607-2,37.56157777,126.754899,,인천광역시 계양구청,032-430-7815,2024-07-31
계양구청1층,인천광역시,계양구,인천광역시 계양구 계산새로 88(계산동),인천광역시 계양구 계산동 1079-1 계양구청,37.5374405602,126.7377600729,,인천광역시 계양구청,032-430-7815,2024-07-31
