설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자
다나약국,경기도,양주시,"경기도 양주시 회정로 134, 4층 405호 (덕정동, 두리테크 덕정타운)",,37.8371682,127.0683363,약국내,경기도 양주시청,,2024-07-30
수약국,경기도,양주시,"경기도 양주시 회정로 132, 403호 (덕정동, 파르코프라자)",,37.8371991,127.0679188,약국내,경기도 양주시청,,2024-07-30
늘푸른약국,경기도,양주시,"경기도 양주시 회정로 134, 두리테크 덕정타운 4층 (덕정동)",,37.8371682,127.0683363,약국내,경기도 양주시청,,2024-07-30
중앙약국,경기도,양주시,경기도 양주시  회정로  134 (덕정동),,37.8371682,127.0683363,약국내,경기도 양주시청,,2024-07-30
사랑약국,경기도,양주시,"경기도 양주시 고읍로 10, 세진빌딩 103호 (고읍동)",,37.8019278,127.0787542,약국내,경기도 양주시청,,2024-07-30
덕계약국,경기도,양주시,경기도 양주시 평화로 1435 (덕계동),,37.8190410,127.0460107,약국내,경기도 양주시청,,2024-07-30
녹십자약국,경기도,양주시,경기도 양주시 백석읍 양주산성로 548,,37.7867712,126.9933140,약국내,경기도 양주시청,,2024-07-30
아침향기약국,경기도,양주시,경기도 양주시 광적면 가래비길 148,,37.8267073,126.9832819,약국내,경기도 양주시청,,2024-07-30
가래비태평양약국,경기도,양주시,경기도 양주시 광적면 광적로 4,,37.8200200,126.9852759,약국내,경기도 양주시청,,2024-07-30
초록온누리약국,경기도,양주시,경기도 양주시 고읍로 76 (광사동),,37.7964106,127.0797591,약국내,경기도 양주시청,,2024-07-30
양주수약국,경기도,양주시,경기도 양주시 고읍남로 1 (광사동),,37.7956286,127.0810021,약국내,경기도 양주시청,,2024-07-30
광적약국,경기도,양주시,경기도 양주시 광적면 가래비길 98,,37.8245033,126.9843600,약국내,경기도 양주시청,,2024-07-30
태양약국,경기도,양주시,경기도 양주시 삼숭로38번길 80 (삼숭동),,37.7960689,127.1058678,약국내,경기도 양주시청,,2024-07-30
세종약국,경기도,양주시,경기도 양주시 회정로 107 (덕정동),,37.8376775,127.0650881,약국내,경기도 양주시청,,2024-07-30
평화약국,경기도,양주시,경기도 양주시 평화로 1440 (덕계동),,37.8191132,127.0470700,약국내,경기도 양주시청,,2024-07-30
온누리약국,경기도,양주시,경기도 양주시 남면 개나리11길 2,,37.8963662,126.9746608,약국내,경기도 양주시청,,2024-07-30
자이프라자약국,경기도,양주시,경기도 양주시 삼숭로38번길 80 (삼숭동),,37.7960689,127.1058678,약국내,경기도 양주시청,,2024-07-30
프라자약국,경기도,양주시,경기도 양주시 고암길 306-77,,37.8367545,127.0685776,약국내,경기도 양주시청,,2024-07-30
선우약국,경기도,양주시,경기도 양주시 회정로 101,,37.8375740,127.0643517,약국내,경기도 양주시청,,2024-07-30
성모약국,경기도,양주시,경기도 양주시 독바위로 5,,37.8409228,127.0629131,약국내,경기도 양주시청,,2024-07-30
백석읍 행정복지센터,경기도,양주시,경기 양주시 백석읍 중앙로223번길 46,,37.7947803,126.9852909,행정복지센터내,경기도 양주시청,,2024-07-30
은현면 행정복지센터,경기도,양주시,경기 양주시 은현면 은현로 66,,37.8751020,127.0244053,행정복지센터내,경기도 양주시청,,2024-07-30
남면 행정복지센터,경기도,양주시,경기 양주시 남면 개나리17길 6,,37.8976134,126.9768945,행정복지센터내,경기도 양주시청,,2024-07-30
광적면 행정복지센터,경기도,양주시,경기 양주시 가래비길 93,,37.8245929,126.9836295,행정복지센터내,경기도 양주시청,,2024-07-30
양주1동 행정복지센터,경기도,양주시,경기 양주시 외미로64번길 45 양주1동 행정복지센터,,37.7733594,127.0440705,행정복지센터내,경기도 양주시청,,2024-07-30
양주2동 행정복지센터,경기도,양주시,경기 양주시 고읍로 77,,37.7968946,127.0803438,행정복지센터내,경기도 양주시청,,2024-07-30
회천1동 행정복지센터,경기도,양주시,경기 양주시 화합로1327번길 39,,37.8470596,127.0646529,행정복지센터내,경기도 양주시청,,2024-07-30
회천2동 행정복지센터,경기도,양주시,경기 양주시 평화로1475번길 39,,37.8216617,127.0467604,행정복지센터내,경기도 양주시청,,2024-07-30
회천3동 행정복지센터,경기도,양주시,경기 양주시 회정로 143 회천3동 주민센터,,37.8378281,127.0689248,행정복지센터내,경기도 양주시청,,2024-07-30
옥정1동 행정복지센터,경기도,양주시,경기 양주시 옥정로 397-7 회천4동 행정복지센터,,37.8372430,127.0900776,행정복지센터내,경기도 양주시청,,2024-07-30
옥정2동 행정복지센터,경기도,양주시,경기 양주시 옥정동로7가길 4 파스텔시티Ⅱ,,37.8213828,127.0943274,행정복지센터내,경기도 양주시청,,2024-07-30
