설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자
약수약국,경기도,평택시,경기도 평택시 송탄로 413 (지산동),,37.08065441,127.0576423,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
늘푸른약국,경기도,평택시,경기도 평택시 송탄로371번길 14 (지산동),,37.07684626,127.0569583,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
이수약국,경기도,평택시,경기도 평택시 송탄로40번길 67 (이충동),,37.05139802,127.0580261,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
꽃피는약국,경기도,평택시,"경기도 평택시 송탄로40번길 79-16, 103호 (이충동)",,37.05209521,127.0573092,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
중앙약국,경기도,평택시,경기도 평택시 신장로 27 (신장동),,37.0790737,127.0515098,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
성신약국,경기도,평택시,경기도 평택시 신장로 28 (신장동),,37.07934607,127.0517651,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
신장1동 행정복지센터,경기도,평택시,경기도 평택시 신장로90번길 63 (신장동),,37.08396482,127.0523938,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
4층새빛약국,경기도,평택시,"경기도 평택시 신촌2로 22, B동 405호 (칠원동)",,37.02604483,127.1040588,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
예그리나 약국,경기도,평택시,"경기도 평택시 신촌2로 22, 맘스스퀘어 B동 3층 305호 (칠원동)",,37.02604483,127.1040588,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
늘봄약국,경기도,평택시,경기도 평택시 오좌동길 9 (독곡동),,37.08784541,127.0633461,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
센타약국,경기도,평택시,"경기도 평택시 이충로35번길 20-9, 이충센타프라자 (이충동)",,37.06034977,127.0664722,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
뜨란약국,경기도,평택시,"경기도 평택시 이충로35번길 22, 106호 (이충동, 뜨란프라자)",,37.059811,127.066715,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
호약국,경기도,평택시,"경기도 평택시 이충로35번길 24, 보람플러스2 104호 (이충동)",,37.05962903,127.0664923,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
푸른약국,경기도,평택시,"경기도 평택시 점촌로19번길 59 (서정동, 고려빌딩)",,37.06601852,127.0562938,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
인화당약국,경기도,평택시,경기도 평택시 정암로 17 (서정동),,37.05711022,127.0556394,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
경기약국,경기도,평택시,경기도 평택시 중앙시장로19번길 17 (신장동),,37.08088034,127.0520609,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
온누리수정약국,경기도,평택시,경기도 평택시 중앙시장로20번길 20 (신장동),,37.07928386,127.053003,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
송북동 행정복지센터,경기도,평택시,경기도 평택시 지산2로 113 (지산동),,37.08164811,127.0602281,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
새시장약국,경기도,평택시,경기도 평택시 지산로 60 (지산동),,37.07960487,127.0616591,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
유미약국,경기도,평택시,경기도 평택시 지산로 62 (지산동),,37.07966044,127.0618496,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
송탄드림약국,경기도,평택시,"경기도 평택시 지산로 64, 1층 (지산동)",,37.07968015,127.0620631,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
다나약국,경기도,평택시,"경기도 평택시 지산로 70, 1층 101호 (지산동, 부천프라자)",,37.07979085,127.0623879,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
유일약국,경기도,평택시,"경기도 평택시 지산로 85 (독곡동, 우남빌딩)",,37.08062569,127.0642671,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
동천보건진료소,경기도,평택시,경기도 평택시 진위면 동천2길 14,,37.13435506,127.1082103,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
진위면 행정복지센터,경기도,평택시,경기도 평택시 진위면 봉남길 61,,37.10014304,127.0908359,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
진위면보건지소,경기도,평택시,경기도 평택시 진위면 봉남리 230-3,,37.09977978,127.090469,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
은산보건진료소,경기도,평택시,경기도 평택시 진위면 은산3길 26,,37.08535963,127.1225172,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
평택백화점약국,경기도,평택시,경기도 평택시 진위면 진위서로 142,,37.10600551,127.0786489,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
삼보약국,경기도,평택시,"경기도 평택시 진위면 진위서로 2, 1층 102호",,37.10925145,127.0639155,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
장당온누리약국,경기도,평택시,"경기도 평택시 청원로 1200, 1층 105호 (이충동, 금강프라자 )",,37.05203294,127.0562756,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
사랑약국,경기도,평택시,"경기도 평택시 추담로 58-78, 상가2동 104호 (장안동, 평택장안마을코오롱하늘채)",,37.05899112,127.0771143,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
약손약국,경기도,평택시,경기도 평택시 탄현1로 160(신장동),,37.07418164,127.0538986,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
서정동 행정복지센터,경기도,평택시,경기도 평택시 탄현로 170 (서정동),,37.06777194,127.0546865,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
보건약국,경기도,평택시,"경기도 평택시 탄현로 287 (신장동, (신장동 227))",,37.07814657,127.0550303,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
지산약국,경기도,평택시,경기도 평택시 탄현로 300 (지산동),,37.07938054,127.0549588,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
송탄효자약국,경기도,평택시,경기도 평택시 탄현로 317 (신장동),,37.08074378,127.0552793,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
국민약국,경기도,평택시,경기도 평택시 탄현로 320 (지산동),,37.0808206,127.0558744,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
메디팜신광약국,경기도,평택시,경기도 평택시 탄현로 321-1 (신장동),,37.08116102,127.0556228,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
녹십자약국,경기도,평택시,경기도 평택시 탄현로 322 (지산동),,37.08095718,127.0560527,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
아나파약국,경기도,평택시,경기도 평택시 탄현로 328 (지산동),,37.08149968,127.0562822,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
신성약국,경기도,평택시,경기도 평택시 탄현로 329 (신장동),,37.08169576,127.0560098,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
송탄종합약국,경기도,평택시,경기도 평택시 탄현로 330 (지산동),,37.08156338,127.0563601,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
일등약국,경기도,평택시,경기도 평택시 탄현로 333 (신장동),,37.08193119,127.0561531,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
세민약국,경기도,평택시,"경기도 평택시 탄현로 335, 1층 (신장동)",,37.0821577,127.0563077,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
소라약국,경기도,평택시,경기도 평택시 탄현로 340 (지산동),,37.082281,127.0570823,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
서정리오렌지약국,경기도,평택시,"경기도 평택시 탄현로 48, 1층 2호 (서정동)",,37.05678965,127.0538557,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
서정온누리약국,경기도,평택시,"경기도 평택시 탄현로 58, 103호 (서정동)",,37.0576195,127.0539578,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
이화약국,경기도,평택시,경기도 평택시 탄현로326번길 3 (지산동),,37.08123668,127.0560717,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
구생당약국,경기도,평택시,경기도 평택시 탄현로327번길 4-1 (신장동),,37.08162153,127.0557408,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
수약국,경기도,평택시,경기도 평택시 탄현로327번길 6 (신장동),,37.08159406,127.0556849,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
아침약국,경기도,평택시,경기도 평택시 탄현로336번길 10 (지산동),,37.08169336,127.0568421,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
함박약국,경기도,평택시,"경기도 평택시 함박산8길 31, 106호 (고덕동)",,37.03858731,127.0315322,,경기도 평택시청 송탄보건소,031-8024-7233,2024-06-30
공단약국,경기도,평택시,"경기도 평택시 포승읍 평택항로180, 1층 103~104호",경기도 평택시 포승읍만호리 578-4 한샘빌딩,36.97496959,126.8432364,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
공룡약국,경기도,평택시,"경기도 평택시 안중읍 안현로서8길 57, 211호 (붐붐프라자)",경기도 평택시 안중읍 현화리 831 붐붐프라자,36.97896601,126.9193502,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
광혜당약국,경기도,평택시,"경기도 평택시 안중읍 안현로 429, 서경빌딩 1층",경기도 평택시 안중읍 안중리 297번지 11호 서경빌딩,36.98818741,126.9316327,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
농민약국,경기도,평택시,경기도 평택시 안중읍 안현로 421,경기도 평택시 안중읍 안중리 294번지 4호,36.98752704,126.9313499,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
대성약국,경기도,평택시,경기도 평택시 안중읍 안중로 124-1,경기도 평택시 안중읍 안중리 292번지 11호,36.98860787,126.9302901,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
대웅약국,경기도,평택시,경기도 평택시 청북읍 서해로 1985,경기도 평택시 청북읍 고렴리 659-3번지,37.06287725,126.9182638,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
메디컬참약국,경기도,평택시,"경기도 평택시 안중읍 안현로 300, 안중 매디컬타워 104호",경기도 평택시 안중읍 송담리 855-1 안중 매디컬타워,36.97777709,126.925376,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
민들레약국,경기도,평택시,경기도 평택시 포승읍 여술2길 22,경기도 평택시 포승읍 도곡리 1144번지 6호,36.98748225,126.8456195,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
백제당약국,경기도,평택시,"경기도 평택시 안중읍 안현로서6길 10, 101호 (대원빌딩)",경기도 평택시 안중읍 현화리 31번지,36.98379416,126.9280996,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
백화점약국,경기도,평택시,경기도 평택시 안중읍 안현로서2길 14,경기도 평택시 안중읍 안중리 291번지 2호,36.98835569,126.9303048,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
봄약국,경기도,평택시,"경기도 평택시 안중읍 안현로서8길 57, 305호(붐붐프라자)",경기도 평택시 안중읍 현화리 831 붐붐프라자,36.97896601,126.9193502,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
산들약국,경기도,평택시,"경기도 평택시 안중읍 안중로 141, 102호",경기도 평택시 안중읍 안중리 233-16,36.98912819,126.9320352,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
서울약국,경기도,평택시,경기도 평택시 안중읍 안중로 133,경기도 평택시 안중읍 안중리 233-7,36.98902323,126.9313851,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
서평택약국,경기도,평택시,경기도 평택시 포승읍 포승향남로 148,경기도 평택시 포승읍 도곡리 745번지 14호,36.98767335,126.8664091,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
수약국,경기도,평택시,"경기도 평택시 안중읍 안현로서8길 23, 1층 (동흥빌딩)",경기도 평택시 안중읍 현화리 836번지 3호,36.97907829,126.9227856,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
스타약국,경기도,평택시,"경기도 평택시 포승읍 여술로 20, 평택스타타워 107,108호",경기도 평택시 포승읍 도곡리 1122번지 1호,36.98776227,126.8447616,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
아이사랑약국,경기도,평택시,경기도 평택시 안중읍 안중로131번길 14-15,경기도 평택시 안중읍 안중리 277번지 98호,36.99007905,126.9295505,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
안중늘푸른약국,경기도,평택시,경기도 평택시 안중읍 안현로서6길 44,경기도 평택시 안중읍 현화리 71-4,36.98480009,126.9247382,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
안중온누리약국,경기도,평택시,경기도 평택시 안중읍 안중로 139,경기도 평택시 안중읍 안중리 233-14,36.98909934,126.9318334,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
안중조약국,경기도,평택시,경기도 평택시 안중읍 안중로 130-2,경기도 평택시 안중읍 안중리 292-17,36.98864927,126.9308848,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
에덴약국,경기도,평택시,경기도 평택시 안중읍 안현로서2길 20,경기도 평택시 안중읍 안중리 290번지 4호,36.98826904,126.9296882,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
오성당약국,경기도,평택시,경기도 평택시 오성면 숙성시장길 34-1,경기도 평택시 오성면 숙성리 137번지 9호,37.0075325,126.9817002,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
옹달샘약국,경기도,평택시,경기도 평택시 청북읍 청북남로 260,경기도 평택시 청북읍 옥길리 1157번지 2호,37.01950716,126.9153608,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
우리동네효자약국,경기도,평택시,"경기도 평택시 청북읍 청북남로 254, 112호",경기도 평택시 청북읍 옥길리 1157-5,37.01966566,126.9159429,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
조은약국,경기도,평택시,"경기도 평택시 안중읍 안중로131번길 4, 도도와빌딩 1층",경기도 평택시 안중읍 안중리 233번지 15호,36.98907547,126.9311822,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
중앙메디칼약국,경기도,평택시,경기도 평택시 포승읍 서동대로 786,경기도 평택시 포승읍 만호리 313번지 9호,36.96075515,126.8558818,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
중앙약국,경기도,평택시,경기도 평택시 안중읍 안현로서6길 18,경기도 평택시 안중읍 현화리 27,36.98418432,126.9273977,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
참조은약국,경기도,평택시,경기도 평택시 안중읍 안현로서6길 50,경기도 평택시 안중읍 현화리  250-4,36.98488226,126.9238609,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
청북약국,경기도,평택시,경기도 평택시 청북읍 신포길 47,,37.04013344,126.9332443,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
청북온누리약국,경기도,평택시,"경기도 평택시 청북읍 안청로 332, 한남프라자 102호",경기도 평택시 청북읍 옥길리 1162번지 1호 한남프라자 102호,37.0175481,126.9159505,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
충무약국,경기도,평택시,경기도 평택시 포승읍 2함대길 20 (해군아파트 상가내),경기도 평택시 포승읍 원정리 1275번지,36.99469344,126.8347709,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
튼튼약국,경기도,평택시,"경기도 평택시 안중읍 안중로 143, 101호 (녹원빌딩)",경기도 평택시 안중읍 안중리 233번지 19호 녹원빌딩 101호,36.98926496,126.932213,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
포승종로약국,경기도,평택시,경기도 평택시 포승읍 여술로 37,경기도 평택시 포승읍 도곡리 1142번지 18호,36.9889231,126.8464515,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
포승중앙약국,경기도,평택시,"경기도 평택시 포승읍 여술로 22, 101호",경기도 평택시 포승읍 도곡리 1144번지 1호,36.98801034,126.8452521,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
하나약국,경기도,평택시,경기도 평택시 포승읍 서동대로 1124,경기도 평택시 포승읍 내기리 1-7 우일빌딩1층,36.9806645,126.8799128,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
하늘온누리약국,경기도,평택시,"경기도 평택시 안중읍 안현로 417, 세정빌딩 (102호)",경기도 평택시 안중읍 안중리 298 만성빌딩,36.98729207,126.9312745,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
한솔약국,경기도,평택시,"경기도 평택시 안중읍 안현로서6길 74, 1층",경기도 평택시 안중읍 현화리 334번지 1호,36.98480346,126.9211324,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
항만약국,경기도,평택시,경기도 평택시 포승읍 평택항로 1-6,경기도 평택시 포승읍 만호리 311번지 26호,36.96186214,126.8538665,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
햇빛약국,경기도,평택시,"경기도 평택시 포승읍 여술로 21, 1층 (선구빌딩)",경기도 평택시 포승읍 도곡리 1143번지 12호 1층,36.9882968,126.8450568,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
현화메디컬약국,경기도,평택시,경기도 평택시 안중읍 안현로서8길 17,경기도 평택시 안중읍 현화리 837-1,36.97875912,126.9233629,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
평화약국,경기도,평택시,"경기도 평택시 청북읍 청북산단로 48-8, 4호",경기도 평택시 청북읍 어연리 889-3,37.05044416,126.9754392,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
현덕약국,경기도,평택시,"경기도 평택시 현덕면 현덕로 1271,1층 101호",경기도 평택시 현덕면 인광리 405-25,36.9654135,126.9193956,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
안중보건지소,경기도,평택시,경기도 평택시 안중읍 안현로서 9길 24,경기도 평택시 안중읍 현화리 834-10,36.97810994,126.9223275,약국 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
오성보건지소,경기도,평택시,경기도 평택시 오성면 숙성시장길 23 오성면사무소,경기도 평택시 오성면 숙성리 129-1 사무소,37.00769883,126.9800799,보건지소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
